ID,Hours,Date,Machine ID,Department,MSEB Zone,KWH Reading,Consumption,P_F,Parts Produced,Molten Metal,Batch ID,Cost of Energy,KWH_Tonne,KWH_part
3484,3,2024-08-04,IF1,Melting,Zone A,75733,609,0.88,0.0,959.0,B0124,3045,635.0364963503649,0.0
3485,4,2024-08-04,IF1,Melting,Zone A,76346,613,0.89,0.0,827.0,B0125,3065,741.2333736396614,0.0
3486,5,2024-08-04,IF1,Melting,Zone A,76932,586,0.88,0.0,934.0,B0126,2930,627.4089935760171,0.0
3487,6,2024-08-04,IF1,Melting,Zone B,77567,635,0.89,0.0,976.0,B0127,4445,650.6147540983607,0.0
3488,7,2024-08-04,IF1,Melting,Zone B,78165,598,0.86,0.0,981.0,B0128,4186,609.5820591233435,0.0
3489,8,2024-08-04,IF1,Melting,Zone B,78752,587,0.87,0.0,963.0,B0129,4109,609.5534787123572,0.0
3490,9,2024-08-04,IF1,Melting,Zone C,79311,559,0.85,0.0,902.0,B0130,5031,619.7339246119734,0.0
3491,10,2024-08-04,IF1,Melting,Zone C,79959,648,0.87,0.0,914.0,B0131,5832,708.9715536105032,0.0
3492,11,2024-08-04,IF1,Melting,Zone C,80535,576,0.88,0.0,919.0,B0132,5184,626.7682263329706,0.0
3493,12,2024-08-04,IF1,Melting,Zone B,81117,582,0.87,0.0,930.0,B0133,4074,625.8064516129033,0.0
3494,13,2024-08-04,IF1,Melting,Zone B,81682,565,0.89,0.0,852.0,B0134,3955,663.1455399061033,0.0
3495,14,2024-08-04,IF1,Melting,Zone B,82313,631,0.89,0.0,941.0,B0135,4417,670.5632306057386,0.0
3496,15,2024-08-04,IF1,Melting,Zone B,82873,560,0.88,0.0,843.0,B0136,3920,664.29418742586,0.0
3497,16,2024-08-04,IF1,Melting,Zone B,83440,567,0.88,0.0,965.0,B0137,3969,587.5647668393782,0.0
3498,17,2024-08-04,IF1,Melting,Zone B,84047,607,0.87,0.0,956.0,B0138,4249,634.9372384937238,0.0
3499,18,2024-08-04,IF1,Melting,Zone D,84610,563,0.89,0.0,825.0,B0139,6193,682.4242424242424,0.0
3500,19,2024-08-04,IF1,Melting,Zone D,85175,565,0.86,0.0,962.0,B0140,6215,587.3180873180874,0.0
3501,20,2024-08-04,IF1,Melting,Zone D,85769,594,0.85,0.0,911.0,B0141,6534,652.0307354555433,0.0
3502,21,2024-08-04,IF1,Melting,Zone D,86336,567,0.85,0.0,992.0,B0142,6237,571.5725806451612,0.0
3503,22,2024-08-04,IF1,Melting,Zone A,86929,593,0.89,0.0,812.0,B0143,2965,730.2955665024631,0.0
3504,23,2024-08-04,IF1,Melting,Zone A,87539,610,0.9,0.0,928.0,B0144,3050,657.3275862068966,0.0
3505,0,2024-08-05,IF1,Melting,Zone A,88168,629,0.86,0.0,917.0,B0145,3145,685.9323882224646,0.0
3506,1,2024-08-05,IF1,Melting,Zone A,88750,582,0.86,0.0,889.0,B0146,2910,654.6681664791902,0.0
3507,2,2024-08-05,IF1,Melting,Zone A,89392,642,0.86,0.0,944.0,B0147,3210,680.0847457627118,0.0
3508,3,2024-08-05,IF1,Melting,Zone A,89992,600,0.88,0.0,979.0,B0148,3000,612.8702757916241,0.0
3509,4,2024-08-05,IF1,Melting,Zone A,90627,635,0.86,0.0,987.0,B0149,3175,643.3637284701115,0.0
3510,5,2024-08-05,IF1,Melting,Zone A,91240,613,0.86,0.0,982.0,B0150,3065,624.2362525458249,0.0
3511,6,2024-08-05,IF1,Melting,Zone B,91861,621,0.87,0.0,883.0,B0151,4347,703.2842582106456,0.0
3512,7,2024-08-05,IF1,Melting,Zone B,92487,626,0.87,0.0,954.0,B0152,4382,656.1844863731657,0.0
3513,8,2024-08-05,IF1,Melting,Zone B,93099,612,0.89,0.0,921.0,B0153,4284,664.4951140065147,0.0
3514,9,2024-08-05,IF1,Melting,Zone C,93728,629,0.86,0.0,810.0,B0154,5661,776.5432098765432,0.0
3515,10,2024-08-05,IF1,Melting,Zone C,94348,620,0.89,0.0,962.0,B0155,5580,644.4906444906445,0.0
3516,11,2024-08-05,IF1,Melting,Zone C,94955,607,0.88,0.0,850.0,B0156,5463,714.1176470588235,0.0
3517,12,2024-08-05,IF1,Melting,Zone B,95535,580,0.9,0.0,886.0,B0157,4060,654.6275395033861,0.0
3518,13,2024-08-05,IF1,Melting,Zone B,96138,603,0.87,0.0,804.0,B0158,4221,750.0,0.0
3519,14,2024-08-05,IF1,Melting,Zone B,96747,609,0.9,0.0,978.0,B0159,4263,622.6993865030674,0.0
3520,15,2024-08-05,IF1,Melting,Zone B,97382,635,0.89,0.0,870.0,B0160,4445,729.8850574712644,0.0
3521,16,2024-08-05,IF1,Melting,Zone B,98007,625,0.86,0.0,933.0,B0161,4375,669.882100750268,0.0
3522,17,2024-08-05,IF1,Melting,Zone B,98573,566,0.86,0.0,969.0,B0162,3962,584.1073271413829,0.0
3523,18,2024-08-05,IF1,Melting,Zone D,99124,551,0.88,0.0,924.0,B0163,6061,596.3203463203464,0.0
3524,19,2024-08-05,IF1,Melting,Zone D,99690,566,0.9,0.0,950.0,B0164,6226,595.7894736842105,0.0
3525,20,2024-08-05,IF1,Melting,Zone D,100312,622,0.88,0.0,843.0,B0165,6842,737.8410438908659,0.0
3526,21,2024-08-05,IF1,Melting,Zone D,100865,553,0.87,0.0,916.0,B0166,6083,603.7117903930132,0.0
3527,22,2024-08-05,IF1,Melting,Zone A,101443,578,0.87,0.0,889.0,B0167,2890,650.1687289088865,0.0
3528,23,2024-08-05,IF1,Melting,Zone A,102061,618,0.87,0.0,902.0,B0168,3090,685.1441241685144,0.0
3529,0,2024-08-06,IF1,Melting,Zone A,102696,635,0.86,0.0,985.0,B0169,3175,644.6700507614214,0.0
3530,1,2024-08-06,IF1,Melting,Zone A,103267,571,0.89,0.0,903.0,B0170,2855,632.3366555924696,0.0
3531,2,2024-08-06,IF1,Melting,Zone A,103820,553,0.9,0.0,953.0,B0171,2765,580.2728226652675,0.0
3532,3,2024-08-06,IF1,Melting,Zone A,104386,566,0.87,0.0,873.0,B0172,2830,648.3390607101948,0.0
3533,4,2024-08-06,IF1,Melting,Zone A,105036,650,0.89,0.0,822.0,B0173,3250,790.7542579075426,0.0
3534,5,2024-08-06,IF1,Melting,Zone A,105631,595,0.89,0.0,968.0,B0174,2975,614.6694214876032,0.0
3535,6,2024-08-06,IF1,Melting,Zone B,106193,562,0.85,0.0,985.0,B0175,3934,570.5583756345177,0.0
3536,7,2024-08-06,IF1,Melting,Zone B,106808,615,0.9,0.0,861.0,B0176,4305,714.2857142857143,0.0
3537,8,2024-08-06,IF1,Melting,Zone B,107409,601,0.86,0.0,924.0,B0177,4207,650.4329004329005,0.0
3538,9,2024-08-06,IF1,Melting,Zone C,108058,649,0.86,0.0,810.0,B0178,5841,801.2345679012346,0.0
3539,10,2024-08-06,IF1,Melting,Zone C,108695,637,0.86,0.0,854.0,B0179,5733,745.9016393442623,0.0
3540,11,2024-08-06,IF1,Melting,Zone C,109255,560,0.9,0.0,910.0,B0180,5040,615.3846153846155,0.0
3541,12,2024-08-06,IF1,Melting,Zone B,109825,570,0.89,0.0,979.0,B0181,3990,582.226762002043,0.0
3542,13,2024-08-06,IF1,Melting,Zone B,110420,595,0.87,0.0,913.0,B0182,4165,651.697699890471,0.0
3543,14,2024-08-06,IF1,Melting,Zone B,111016,596,0.89,0.0,918.0,B0183,4172,649.2374727668845,0.0
3544,15,2024-08-06,IF1,Melting,Zone B,111606,590,0.86,0.0,958.0,B0184,4130,615.866388308977,0.0
3545,16,2024-08-06,IF1,Melting,Zone B,112160,554,0.9,0.0,862.0,B0185,3878,642.6914153132251,0.0
3546,17,2024-08-06,IF1,Melting,Zone B,112732,572,0.87,0.0,888.0,B0186,4004,644.1441441441441,0.0
3547,18,2024-08-06,IF1,Melting,Zone D,113332,600,0.85,0.0,938.0,B0187,6600,639.6588486140726,0.0
3548,19,2024-08-06,IF1,Melting,Zone D,113953,621,0.88,0.0,836.0,B0188,6831,742.8229665071771,0.0
3549,20,2024-08-06,IF1,Melting,Zone D,114590,637,0.9,0.0,987.0,B0189,7007,645.3900709219859,0.0
3550,21,2024-08-06,IF1,Melting,Zone D,115165,575,0.89,0.0,934.0,B0190,6325,615.6316916488222,0.0
3551,22,2024-08-06,IF1,Melting,Zone A,115733,568,0.89,0.0,891.0,B0191,2840,637.4859708193042,0.0
3552,23,2024-08-06,IF1,Melting,Zone A,116362,629,0.88,0.0,907.0,B0192,3145,693.4950385887541,0.0
3553,0,2024-08-07,IF1,Melting,Zone A,116978,616,0.88,0.0,935.0,B0193,3080,658.8235294117648,0.0
3554,1,2024-08-07,IF1,Melting,Zone A,117575,597,0.86,0.0,809.0,B0194,2985,737.9480840543881,0.0
3555,2,2024-08-07,IF1,Melting,Zone A,118201,626,0.88,0.0,896.0,B0195,3130,698.6607142857143,0.0
3556,3,2024-08-07,IF1,Melting,Zone A,118756,555,0.88,0.0,862.0,B0196,2775,643.8515081206497,0.0
3557,4,2024-08-07,IF1,Melting,Zone A,119385,629,0.86,0.0,817.0,B0197,3145,769.889840881273,0.0
3558,5,2024-08-07,IF1,Melting,Zone A,120010,625,0.86,0.0,807.0,B0198,3125,774.4733581164808,0.0
3559,6,2024-08-07,IF1,Melting,Zone B,120642,632,0.87,0.0,888.0,B0199,4424,711.7117117117117,0.0
3560,7,2024-08-07,IF1,Melting,Zone B,121277,635,0.89,0.0,896.0,B0200,4445,708.7053571428571,0.0
3561,8,2024-08-07,IF1,Melting,Zone B,121908,631,0.87,0.0,823.0,B0201,4417,766.7071688942891,0.0
3562,9,2024-08-07,IF1,Melting,Zone C,122531,623,0.87,0.0,844.0,B0202,5607,738.1516587677726,0.0
3563,10,2024-08-07,IF1,Melting,Zone C,123108,577,0.89,0.0,920.0,B0203,5193,627.1739130434783,0.0
3564,11,2024-08-07,IF1,Melting,Zone C,123719,611,0.86,0.0,844.0,B0204,5499,723.9336492890995,0.0
3565,12,2024-08-07,IF1,Melting,Zone B,124283,564,0.87,0.0,954.0,B0205,3948,591.1949685534591,0.0
3566,13,2024-08-07,IF1,Melting,Zone B,124882,599,0.89,0.0,882.0,B0206,4193,679.1383219954648,0.0
3567,14,2024-08-07,IF1,Melting,Zone B,125488,606,0.87,0.0,921.0,B0207,4242,657.9804560260586,0.0
3568,15,2024-08-07,IF1,Melting,Zone B,126086,598,0.88,0.0,903.0,B0208,4186,662.2369878183831,0.0
3569,16,2024-08-07,IF1,Melting,Zone B,126666,580,0.85,0.0,872.0,B0209,4060,665.1376146788991,0.0
3570,17,2024-08-07,IF1,Melting,Zone B,127239,573,0.85,0.0,802.0,B0210,4011,714.4638403990025,0.0
3571,18,2024-08-07,IF1,Melting,Zone D,127790,551,0.89,0.0,955.0,B0211,6061,576.9633507853404,0.0
3572,19,2024-08-07,IF1,Melting,Zone D,128417,627,0.88,0.0,806.0,B0212,6897,777.9156327543424,0.0
3573,20,2024-08-07,IF1,Melting,Zone D,128990,573,0.88,0.0,940.0,B0213,6303,609.5744680851064,0.0
3574,21,2024-08-07,IF1,Melting,Zone D,129621,631,0.88,0.0,805.0,B0214,6941,783.8509316770186,0.0
3575,22,2024-08-07,IF1,Melting,Zone A,130204,583,0.9,0.0,881.0,B0215,2915,661.7480136208853,0.0
3576,23,2024-08-07,IF1,Melting,Zone A,130824,620,0.86,0.0,929.0,B0216,3100,667.3842841765339,0.0
3577,0,2024-08-08,IF1,Melting,Zone A,131452,628,0.89,0.0,835.0,B0217,3140,752.0958083832336,0.0
3578,1,2024-08-08,IF1,Melting,Zone A,132091,639,0.86,0.0,958.0,B0218,3195,667.0146137787057,0.0
3579,2,2024-08-08,IF1,Melting,Zone A,132665,574,0.85,0.0,808.0,B0219,2870,710.3960396039604,0.0
3580,3,2024-08-08,IF1,Melting,Zone A,133215,550,0.89,0.0,863.0,B0220,2750,637.3117033603708,0.0
3581,4,2024-08-08,IF1,Melting,Zone A,133832,617,0.88,0.0,877.0,B0221,3085,703.5347776510832,0.0
3582,5,2024-08-08,IF1,Melting,Zone A,134468,636,0.9,0.0,973.0,B0222,3180,653.6485097636177,0.0
3583,6,2024-08-08,IF1,Melting,Zone B,135096,628,0.9,0.0,803.0,B0223,4396,782.0672478206725,0.0
3584,7,2024-08-08,IF1,Melting,Zone B,135695,599,0.88,0.0,978.0,B0224,4193,612.4744376278119,0.0
3585,8,2024-08-08,IF1,Melting,Zone B,136269,574,0.86,0.0,892.0,B0225,4018,643.4977578475336,0.0
3586,9,2024-08-08,IF1,Melting,Zone C,136825,556,0.86,0.0,903.0,B0226,5004,615.7253599114064,0.0
3587,10,2024-08-08,IF1,Melting,Zone C,137404,579,0.85,0.0,924.0,B0227,5211,626.6233766233767,0.0
3588,11,2024-08-08,IF1,Melting,Zone C,137986,582,0.86,0.0,986.0,B0228,5238,590.26369168357,0.0
3589,12,2024-08-08,IF1,Melting,Zone B,138543,557,0.87,0.0,856.0,B0229,3899,650.7009345794393,0.0
3590,13,2024-08-08,IF1,Melting,Zone B,139175,632,0.89,0.0,948.0,B0230,4424,666.6666666666666,0.0
3591,14,2024-08-08,IF1,Melting,Zone B,139773,598,0.86,0.0,872.0,B0231,4186,685.7798165137615,0.0
3592,15,2024-08-08,IF1,Melting,Zone B,140408,635,0.87,0.0,876.0,B0232,4445,724.8858447488584,0.0
3593,16,2024-08-08,IF1,Melting,Zone B,140970,562,0.88,0.0,882.0,B0233,3934,637.18820861678,0.0
3594,17,2024-08-08,IF1,Melting,Zone B,141566,596,0.87,0.0,846.0,B0234,4172,704.4917257683215,0.0
3595,18,2024-08-08,IF1,Melting,Zone D,142154,588,0.9,0.0,975.0,B0235,6468,603.0769230769231,0.0
3596,19,2024-08-08,IF1,Melting,Zone D,142762,608,0.89,0.0,908.0,B0236,6688,669.6035242290749,0.0
3597,20,2024-08-08,IF1,Melting,Zone D,143341,579,0.86,0.0,966.0,B0237,6369,599.3788819875776,0.0
3598,21,2024-08-08,IF1,Melting,Zone D,143963,622,0.87,0.0,983.0,B0238,6842,632.7568667344863,0.0
3599,22,2024-08-08,IF1,Melting,Zone A,144554,591,0.88,0.0,928.0,B0239,2955,636.8534482758621,0.0
3600,23,2024-08-08,IF1,Melting,Zone A,145134,580,0.88,0.0,915.0,B0240,2900,633.8797814207651,0.0
3601,0,2024-08-09,IF1,Melting,Zone A,145721,587,0.87,0.0,934.0,B0241,2935,628.4796573875802,0.0
3602,1,2024-08-09,IF1,Melting,Zone A,146356,635,0.86,0.0,962.0,B0242,3175,660.08316008316,0.0
3603,2,2024-08-09,IF1,Melting,Zone A,146993,637,0.85,0.0,911.0,B0243,3185,699.231613611416,0.0
3604,3,2024-08-09,IF1,Melting,Zone A,147607,614,0.89,0.0,963.0,B0244,3070,637.5908618899273,0.0
3605,4,2024-08-09,IF1,Melting,Zone A,148182,575,0.88,0.0,932.0,B0245,2875,616.9527896995708,0.0
3606,5,2024-08-09,IF1,Melting,Zone A,148815,633,0.86,0.0,858.0,B0246,3165,737.7622377622378,0.0
3607,6,2024-08-09,IF1,Melting,Zone B,149450,635,0.88,0.0,824.0,B0247,4445,770.6310679611651,0.0
3608,7,2024-08-09,IF1,Melting,Zone B,150056,606,0.88,0.0,913.0,B0248,4242,663.7458926615552,0.0
3609,8,2024-08-09,IF1,Melting,Zone B,150660,604,0.86,0.0,974.0,B0249,4228,620.1232032854209,0.0
3610,9,2024-08-09,IF1,Melting,Zone C,151307,647,0.86,0.0,868.0,B0250,5823,745.3917050691244,0.0
3611,10,2024-08-09,IF1,Melting,Zone C,151899,592,0.89,0.0,839.0,B0251,5328,705.6019070321812,0.0
3612,11,2024-08-09,IF1,Melting,Zone C,152543,644,0.86,0.0,967.0,B0252,5796,665.9772492244053,0.0
3613,12,2024-08-09,IF1,Melting,Zone B,153164,621,0.86,0.0,897.0,B0253,4347,692.3076923076923,0.0
3614,13,2024-08-09,IF1,Melting,Zone B,153716,552,0.87,0.0,965.0,B0254,3864,572.020725388601,0.0
3615,14,2024-08-09,IF1,Melting,Zone B,154294,578,0.85,0.0,996.0,B0255,4046,580.3212851405623,0.0
3616,15,2024-08-09,IF1,Melting,Zone B,154905,611,0.89,0.0,996.0,B0256,4277,613.4538152610442,0.0
3617,16,2024-08-09,IF1,Melting,Zone B,155534,629,0.88,0.0,898.0,B0257,4403,700.445434298441,0.0
3618,17,2024-08-09,IF1,Melting,Zone B,156181,647,0.88,0.0,806.0,B0258,4529,802.7295285359801,0.0
3619,18,2024-08-09,IF1,Melting,Zone D,156787,606,0.87,0.0,891.0,B0259,6666,680.1346801346801,0.0
3620,19,2024-08-09,IF1,Melting,Zone D,157368,581,0.9,0.0,824.0,B0260,6391,705.0970873786407,0.0
3621,20,2024-08-09,IF1,Melting,Zone D,157952,584,0.86,0.0,925.0,B0261,6424,631.3513513513514,0.0
3622,21,2024-08-09,IF1,Melting,Zone D,158602,650,0.87,0.0,948.0,B0262,7150,685.6540084388186,0.0
3623,22,2024-08-09,IF1,Melting,Zone A,159235,633,0.85,0.0,908.0,B0263,3165,697.136563876652,0.0
3624,23,2024-08-09,IF1,Melting,Zone A,159829,594,0.89,0.0,938.0,B0264,2970,633.2622601279318,0.0
3625,0,2024-08-10,IF1,Melting,Zone A,160464,635,0.88,0.0,881.0,B0265,3175,720.771850170261,0.0
3626,1,2024-08-10,IF1,Melting,Zone A,161103,639,0.86,0.0,892.0,B0266,3195,716.3677130044844,0.0
3627,2,2024-08-10,IF1,Melting,Zone A,161666,563,0.86,0.0,941.0,B0267,2815,598.2996811902232,0.0
3628,3,2024-08-10,IF1,Melting,Zone A,162286,620,0.9,0.0,923.0,B0268,3100,671.7226435536294,0.0
3629,4,2024-08-10,IF1,Melting,Zone A,162839,553,0.89,0.0,942.0,B0269,2765,587.0488322717622,0.0
3630,5,2024-08-10,IF1,Melting,Zone A,163392,553,0.85,0.0,943.0,B0270,2765,586.4262990455992,0.0
3631,6,2024-08-10,IF1,Melting,Zone B,163996,604,0.86,0.0,908.0,B0271,4228,665.1982378854625,0.0
3632,7,2024-08-10,IF1,Melting,Zone B,164591,595,0.9,0.0,854.0,B0272,4165,696.7213114754098,0.0
3633,8,2024-08-10,IF1,Melting,Zone B,165213,622,0.85,0.0,974.0,B0273,4354,638.6036960985626,0.0
3634,9,2024-08-10,IF1,Melting,Zone C,165848,635,0.86,0.0,802.0,B0274,5715,791.7705735660849,0.0
3635,10,2024-08-10,IF1,Melting,Zone C,166484,636,0.86,0.0,916.0,B0275,5724,694.3231441048034,0.0
3636,11,2024-08-10,IF1,Melting,Zone C,167132,648,0.88,0.0,904.0,B0276,5832,716.8141592920354,0.0
3637,12,2024-08-10,IF1,Melting,Zone B,167779,647,0.89,0.0,830.0,B0277,4529,779.5180722891566,0.0
3638,13,2024-08-10,IF1,Melting,Zone B,168404,625,0.9,0.0,858.0,B0278,4375,728.4382284382285,0.0
3639,14,2024-08-10,IF1,Melting,Zone B,168985,581,0.88,0.0,977.0,B0279,4067,594.6775844421699,0.0
3640,15,2024-08-10,IF1,Melting,Zone B,169547,562,0.85,0.0,985.0,B0280,3934,570.5583756345177,0.0
3641,16,2024-08-10,IF1,Melting,Zone B,170168,621,0.88,0.0,820.0,B0281,4347,757.3170731707318,0.0
3642,17,2024-08-10,IF1,Melting,Zone B,170804,636,0.89,0.0,873.0,B0282,4452,728.5223367697594,0.0
3643,18,2024-08-10,IF1,Melting,Zone D,171378,574,0.87,0.0,859.0,B0283,6314,668.2188591385332,0.0
3644,19,2024-08-10,IF1,Melting,Zone D,172005,627,0.85,0.0,859.0,B0284,6897,729.918509895227,0.0
3645,20,2024-08-10,IF1,Melting,Zone D,172568,563,0.89,0.0,835.0,B0285,6193,674.2514970059881,0.0
3646,21,2024-08-10,IF1,Melting,Zone D,173146,578,0.86,0.0,942.0,B0286,6358,613.588110403397,0.0
3647,22,2024-08-10,IF1,Melting,Zone A,173716,570,0.9,0.0,844.0,B0287,2850,675.3554502369668,0.0
3648,23,2024-08-10,IF1,Melting,Zone A,174364,648,0.86,0.0,928.0,B0288,3240,698.2758620689656,0.0
3649,0,2024-08-11,IF1,Melting,Zone A,174976,612,0.9,0.0,834.0,B0289,3060,733.8129496402878,0.0
3650,1,2024-08-11,IF1,Melting,Zone A,175572,596,0.87,0.0,818.0,B0290,2980,728.6063569682152,0.0
3651,2,2024-08-11,IF1,Melting,Zone A,176202,630,0.9,0.0,875.0,B0291,3150,720.0,0.0
3652,3,2024-08-11,IF1,Melting,Zone A,176819,617,0.87,0.0,977.0,B0292,3085,631.525076765609,0.0
3653,4,2024-08-11,IF1,Melting,Zone A,177432,613,0.9,0.0,961.0,B0293,3065,637.8772112382934,0.0
3654,5,2024-08-11,IF1,Melting,Zone A,178060,628,0.88,0.0,825.0,B0294,3140,761.2121212121212,0.0
3655,6,2024-08-11,IF1,Melting,Zone B,178673,613,0.88,0.0,872.0,B0295,4291,702.9816513761467,0.0
3656,7,2024-08-11,IF1,Melting,Zone B,179294,621,0.88,0.0,903.0,B0296,4347,687.7076411960132,0.0
3657,8,2024-08-11,IF1,Melting,Zone B,179845,551,0.88,0.0,914.0,B0297,3857,602.8446389496718,0.0
3658,9,2024-08-11,IF1,Melting,Zone C,180426,581,0.87,0.0,850.0,B0298,5229,683.5294117647059,0.0
3659,10,2024-08-11,IF1,Melting,Zone C,181002,576,0.88,0.0,991.0,B0299,5184,581.2310797174571,0.0
3660,11,2024-08-11,IF1,Melting,Zone C,181644,642,0.88,0.0,883.0,B0300,5778,727.0668176670441,0.0
3661,12,2024-08-11,IF1,Melting,Zone B,182230,586,0.86,0.0,889.0,B0301,4102,659.1676040494938,0.0
3662,13,2024-08-11,IF1,Melting,Zone B,182803,573,0.86,0.0,911.0,B0302,4011,628.9791437980241,0.0
3663,14,2024-08-11,IF1,Melting,Zone B,183403,600,0.89,0.0,909.0,B0303,4200,660.0660066006601,0.0
3664,15,2024-08-11,IF1,Melting,Zone B,184023,620,0.89,0.0,980.0,B0304,4340,632.6530612244899,0.0
3665,16,2024-08-11,IF1,Melting,Zone B,184628,605,0.89,0.0,923.0,B0305,4235,655.4712892741061,0.0
3666,17,2024-08-11,IF1,Melting,Zone B,185246,618,0.87,0.0,807.0,B0306,4326,765.7992565055762,0.0
3667,18,2024-08-11,IF1,Melting,Zone D,185853,607,0.85,0.0,851.0,B0307,6677,713.2784958871915,0.0
3668,19,2024-08-11,IF1,Melting,Zone D,186403,550,0.87,0.0,946.0,B0308,6050,581.3953488372093,0.0
3669,20,2024-08-11,IF1,Melting,Zone D,186979,576,0.87,0.0,806.0,B0309,6336,714.6401985111662,0.0
3670,21,2024-08-11,IF1,Melting,Zone D,187534,555,0.86,0.0,999.0,B0310,6105,555.5555555555555,0.0
3671,22,2024-08-11,IF1,Melting,Zone A,188179,645,0.87,0.0,942.0,B0311,3225,684.7133757961783,0.0
3672,23,2024-08-11,IF1,Melting,Zone A,188775,596,0.88,0.0,870.0,B0312,2980,685.0574712643678,0.0
3673,0,2024-08-12,IF1,Melting,Zone A,189342,567,0.89,0.0,904.0,B0313,2835,627.2123893805309,0.0
3674,1,2024-08-12,IF1,Melting,Zone A,189897,555,0.88,0.0,943.0,B0314,2775,588.5471898197243,0.0
3675,2,2024-08-12,IF1,Melting,Zone A,190452,555,0.88,0.0,840.0,B0315,2775,660.7142857142857,0.0
3676,3,2024-08-12,IF1,Melting,Zone A,191062,610,0.87,0.0,852.0,B0316,3050,715.962441314554,0.0
3677,4,2024-08-12,IF1,Melting,Zone A,191672,610,0.86,0.0,810.0,B0317,3050,753.0864197530865,0.0
3678,5,2024-08-12,IF1,Melting,Zone A,192287,615,0.85,0.0,910.0,B0318,3075,675.8241758241759,0.0
3679,6,2024-08-12,IF1,Melting,Zone B,192860,573,0.86,0.0,810.0,B0319,4011,707.4074074074074,0.0
3680,7,2024-08-12,IF1,Melting,Zone B,193472,612,0.89,0.0,895.0,B0320,4284,683.7988826815642,0.0
3681,8,2024-08-12,IF1,Melting,Zone B,194117,645,0.86,0.0,840.0,B0321,4515,767.8571428571429,0.0
3682,9,2024-08-12,IF1,Melting,Zone C,194732,615,0.88,0.0,956.0,B0322,5535,643.305439330544,0.0
3683,10,2024-08-12,IF1,Melting,Zone C,195331,599,0.87,0.0,945.0,B0323,5391,633.8624338624339,0.0
3684,11,2024-08-12,IF1,Melting,Zone C,195970,639,0.85,0.0,917.0,B0324,5751,696.8375136314068,0.0
3685,12,2024-08-12,IF1,Melting,Zone B,196564,594,0.89,0.0,916.0,B0325,4158,648.471615720524,0.0
3686,13,2024-08-12,IF1,Melting,Zone B,197192,628,0.86,0.0,913.0,B0326,4396,687.842278203724,0.0
3687,14,2024-08-12,IF1,Melting,Zone B,197770,578,0.85,0.0,880.0,B0327,4046,656.8181818181819,0.0
3688,15,2024-08-12,IF1,Melting,Zone B,198394,624,0.88,0.0,910.0,B0328,4368,685.7142857142857,0.0
3689,16,2024-08-12,IF1,Melting,Zone B,199001,607,0.89,0.0,856.0,B0329,4249,709.1121495327103,0.0
3690,17,2024-08-12,IF1,Melting,Zone B,199589,588,0.88,0.0,874.0,B0330,4116,672.7688787185356,0.0
3691,18,2024-08-12,IF1,Melting,Zone D,200187,598,0.89,0.0,923.0,B0331,6578,647.887323943662,0.0
3692,19,2024-08-12,IF1,Melting,Zone D,200833,646,0.85,0.0,822.0,B0332,7106,785.8880778588808,0.0
3693,20,2024-08-12,IF1,Melting,Zone D,201397,564,0.86,0.0,822.0,B0333,6204,686.1313868613139,0.0
3694,21,2024-08-12,IF1,Melting,Zone D,201949,552,0.87,0.0,843.0,B0334,6072,654.8042704626334,0.0
3695,22,2024-08-12,IF1,Melting,Zone A,202520,571,0.88,0.0,995.0,B0335,2855,573.8693467336683,0.0
3696,23,2024-08-12,IF1,Melting,Zone A,203145,625,0.88,0.0,870.0,B0336,3125,718.390804597701,0.0
3697,0,2024-07-30,IF2,Melting,Zone A,1859,600,0.95,0.0,977.0,B0361,3000,614.1248720573184,0.0
3698,1,2024-07-30,IF2,Melting,Zone A,2432,573,0.93,0.0,959.0,B0362,2865,597.4973931178312,0.0
3699,2,2024-07-30,IF2,Melting,Zone A,3034,602,0.94,0.0,868.0,B0363,3010,693.5483870967743,0.0
3700,3,2024-07-30,IF2,Melting,Zone A,3652,618,0.91,0.0,855.0,B0364,3090,722.8070175438597,0.0
3701,4,2024-07-30,IF2,Melting,Zone A,4212,560,0.94,0.0,861.0,B0365,2800,650.4065040650406,0.0
3702,5,2024-07-30,IF2,Melting,Zone A,4799,587,0.95,0.0,815.0,B0366,2935,720.2453987730061,0.0
3703,6,2024-07-30,IF2,Melting,Zone B,5370,571,0.91,0.0,814.0,B0367,3997,701.4742014742014,0.0
3704,7,2024-07-30,IF2,Melting,Zone B,5968,598,0.94,0.0,951.0,B0368,4186,628.8117770767612,0.0
3705,8,2024-07-30,IF2,Melting,Zone B,6607,639,0.92,0.0,987.0,B0369,4473,647.4164133738601,0.0
3706,9,2024-07-30,IF2,Melting,Zone C,7228,621,0.95,0.0,854.0,B0370,5589,727.1662763466043,0.0
3707,10,2024-07-30,IF2,Melting,Zone C,7868,640,0.92,0.0,972.0,B0371,5760,658.4362139917696,0.0
3708,11,2024-07-30,IF2,Melting,Zone C,8504,636,0.93,0.0,820.0,B0372,5724,775.609756097561,0.0
3709,12,2024-07-30,IF2,Melting,Zone B,9133,629,0.91,0.0,903.0,B0373,4403,696.5669988925804,0.0
3710,13,2024-07-30,IF2,Melting,Zone B,9711,578,0.91,0.0,808.0,B0374,4046,715.3465346534654,0.0
3711,14,2024-07-30,IF2,Melting,Zone B,10320,609,0.92,0.0,928.0,B0375,4263,656.25,0.0
